,x ,y,a,b
158,0.08359954002557612,0.2604882363306116,0.2995072762526929,0.6882370390634233
159,0.13564162302319194,0.44296921956678237,0.19008674056348507,0.16807563452526053
160,0.8929693273937994,0.4292772727936647,0.12454242878264621,0.21942007866016544
161,0.040449750465863854,0.536048549678079,0.3507581273827578,0.46254673061643237
162,0.5622236040780697,0.6816238811290297,0.016063090713613004,0.4690403132586376
163,0.9075137291728698,0.7240388680174802,0.5173217201741886,0.1772401103757263
164,0.828114228501942,0.27955220200809994,0.8607279852758409,0.29327143273760914
165,0.9302513812546743,0.4243566774729016,0.2520666701612545,0.3503378034843606
166,0.8223508548700499,0.35529340965065903,0.18587926301770563,0.3911722076137698
167,0.5438249572043372,0.12544952242052665,0.37507615117048276,0.3087331982166098
168,0.8033043774178503,0.3327602722602262,0.47509357900062466,0.9346578410129761
169,0.2849820487376372,0.6353362675944179,0.4543861361008066,0.21676344798955471
170,0.26199315198325324,0.6413805432853604,0.43587160746295117,0.191196695445367
171,0.13906830875223541,0.7132183098764884,0.09115305416497921,0.27828676007777275
172,0.2744756635758874,0.6019944486259396,0.226656267499021,0.9349981811911843
173,0.9042353262412135,0.24844535178672744,0.06357918097948945,0.2527784941967648
174,0.11779675275519907,0.8157087687657799,0.9950770759531626,0.36678566644293153
175,0.6963101622180409,0.7484306107275301,0.7549860453045664,0.9811062859033818
176,0.7195748333732916,0.21660037436552582,0.8673027209395772,0.2713111201558751
177,0.09676225895710522,0.9210585887023385,0.12703291242526615,0.6290165387112769
178,0.36659140340203455,0.7506908031762538,0.15615826151107848,0.1948786197205099
179,0.9067246206830558,0.8705279844198143,0.14685269743897766,0.11838244779148599
180,0.2782846199952421,0.22708879692721862,0.5039006265172229,0.7267026777605349
181,0.1235935853180572,0.14347231950488504,0.6273248173591615,0.1256428327538548
182,0.6933784661104977,0.15257088825841003,0.3539820799302803,0.9629362318727965
183,0.98048470920065,0.09009117384701337,0.43215528390495195,0.16672253510168777
184,0.7544922917013687,0.5926543892503087,0.48357060875255364,0.4950701304945818
185,0.020966867474845885,0.10859728236430932,0.34873025207645847,0.3948844342572989
186,0.7596698348675368,0.20088057020153227,0.6693157984157728,0.2020429926712365
187,0.8965694690647175,0.8901064169415505,0.267499901939253,0.22102966799697377
188,0.02637584403105686,0.2752955783992084,0.8453653363524208,0.7764240682553865
189,0.9839230364731646,0.9716316506989687,0.7138194630658373,0.1869857221767124
190,0.6858637613462295,0.9510327286963961,0.6456870160590862,0.9951663605053293
191,0.5366069863692841,0.5001609214453316,0.32417577491204363,0.9907813448631266
192,0.13297077136818625,0.1620859142243679,0.6219414424910714,0.09477880633158842
193,0.6352169519373462,0.6432812404269205,0.5201414922670259,0.5590359138675565
194,0.21544432735416208,0.38620384450874157,0.054972754397860535,0.6079963269685128
195,0.22269711239177636,0.7946222065775909,0.02888815524418642,0.7580866924994586
196,0.8821400770554753,0.0516859930739354,0.26307705528313385,0.18169820033852546
197,0.794837741086991,0.38450674562915665,0.6440286067336943,0.21804213034924902
198,0.047808153084825444,0.016760645519829143,0.03125336231409426,0.4265173473656123
199,0.9376412674806254,0.3668134642587747,0.5662448857506784,0.13411470436885775
200,0.06077118098998424,0.34762308728597524,0.7900841912171768,0.7559781109949752
201,0.7164323313017966,0.23248989619684246,0.42544127903325546,0.821043142653938
202,0.942204295438115,0.8470307833832572,0.5042347737267222,0.9668877946595478
203,0.754313225610934,0.26679220701320416,0.4981647594481351,0.18754327306787266
204,0.20778931031944847,0.5284728322770387,0.2952272009444741,0.2224225360235229
205,0.878077009084699,0.8568126777114647,0.9550553811535587,0.8632692515681855
206,0.20797809076483353,0.853576244022394,0.13847087759387444,0.15376115642339683
207,0.7638393244572999,0.8323549852065282,0.2849210799564228,0.4425593951842657
208,0.4149890424891791,0.7469968576881946,0.9110546446176069,0.35580357984135813
209,0.6460420732530104,0.7408506686027246,0.9896200890106233,0.4087600606162267
210,0.7431234054622305,0.27541497605978804,0.7869597198072926,0.8111151197070824
211,0.5084879462896449,0.7045417889464478,0.14162956158129814,0.312571010170165
212,0.6488051572765632,0.8007329096821053,0.3966291313743886,0.8704372603846092
213,0.8053037433925969,0.33553406260314433,0.02102007159303587,0.7751670470242998
214,0.38942084222012285,0.9286777485958639,0.06013257773597003,0.3706237939887934
215,0.14181674049833193,0.7627489921957942,0.9793574809869234,0.9853234043021412
216,0.03819367070772295,0.9412670663619173,0.6859261554379791,0.06473594725957921
217,0.8085918574058165,0.3554580972432603,0.3307403797244398,0.38137253293325524
218,0.8405171124038276,0.9624855409406781,0.588065914681215,0.16925733450569802
219,0.6150292736048601,0.17345634621838457,0.6786547323673712,0.3591618898037159
220,0.5138457638705454,0.34099053657284095,0.40759661951466675,0.6839473802831402
221,0.15330199684229817,0.32277447036071283,0.7171490697705182,0.26400134718024104
222,0.07116188271645596,0.08536709740770054,0.22402941922112918,0.838446464531733
223,0.8436639665519479,0.5983357578282088,0.6446779213593701,0.972997108813012
224,0.3345787303259189,0.443384222136499,0.47179338989886066,0.72631118108899
225,0.35230761126785703,0.5781779478367272,0.9563914857660537,0.8660446001264154
226,0.6792731993283407,0.013924230316286645,0.10559613332608775,0.04464173881343014
227,0.6704412410875038,0.9285861065222921,0.6160965222121352,0.5666654674087408
228,0.6326103116057387,0.3606212498677419,0.540665086690379,0.17946582500444097
229,0.3415360944555704,0.5996318779738795,0.6538771537263799,0.10453073028462989
230,0.07075578092295154,0.08417166646225571,0.3208401713098953,0.2744358227550059
231,0.1951107942907644,0.6342521964404231,0.41393338308374705,0.6395245051475529
232,0.7624159910486521,0.383602886370491,0.9775768960598467,0.7323661190086816
233,0.3720144389035034,0.46833515276561555,0.20001389250509694,0.45919124925025967
234,0.38623862658740327,0.5834931712888576,0.20453955365676613,0.7250573258696473
235,0.9847432390396752,0.6423613149554838,0.8972452061119187,0.0813181448478153
236,0.12810965880821434,0.8044800804989141,0.6628891493532825,0.28605685322074015
237,0.7753284352206767,0.9196504634999685,0.13251220200147862,0.464179141855234
238,0.2685853982393859,0.4297912889247386,0.6644734998106895,0.19464977944566786
239,0.335148854211302,0.7706397011038024,0.9009858985761837,0.9954657376095596
240,0.5643627870081109,0.29150531366485855,0.9887044958557244,0.7451050636953747
241,0.830351483557758,0.3591029003229539,0.361424033670532,0.775167923556024
242,0.05033030475622102,0.839202101272762,0.6289704608611919,0.17401043225017265
243,0.07122841143129632,0.7804944716663069,0.3770715665302933,0.6006951361098756
244,0.5246953378956435,0.2698845881505496,0.7857818633621337,0.7942456427877032
245,0.2008760062069297,0.5172985311334705,0.8892991584057567,0.5301525669380859
246,0.6149723906440677,0.9812996921733814,0.7538861915020209,0.8451238958946651
247,0.9465775081748365,0.5703843225670767,0.3942562772402467,0.997594395325037
248,0.2777199930942237,0.6869642340713047,0.055330585820099865,0.7170227786915536
249,0.33292937441383885,0.9691857046598149,0.7177503845724181,0.09938868774105403
250,0.46637791042217125,0.05847090195515725,0.9891006822447852,0.548618658511492
251,0.7949856412435092,0.3361507641279745,0.0017027261937725413,0.2590347597344892
252,0.8713544149683755,0.11648747194791564,0.4768403855941701,0.9240417083276253
253,0.3517455009732058,0.4502692654471445,0.5582407977085158,0.1405220979561087
254,0.2925537913295907,0.7068360816001183,0.15534053652085023,0.9564988958515844
255,0.13410718721346437,0.14581419507745053,0.26248682372063215,0.6674076958972349
256,0.22810501158362761,0.9197640443175756,0.14472636387608795,0.5826347531329069
257,0.6406025562345464,0.5843064963635565,0.2726019614034211,0.7618230357866079
258,0.46908980748393403,0.011654158334394205,0.09454452631254262,0.8400370123945389
259,0.4481995891648647,0.5878820541128521,0.15238426620768142,0.3886844328495608
260,0.7412973111008971,0.9225944832278552,0.06501874708907263,0.7767461490848604
261,0.33355187547052234,0.06269135707349072,0.0629193250837593,0.38179920304247017
262,0.629691338766218,0.08681910505621993,0.5016414714304673,0.8803359506587594
263,0.7069649389210458,0.020738132638495332,0.21201329846335892,0.009412219577551784
264,0.8130929862561532,0.06342169029453115,0.5212965803346227,0.14816699926665056
265,0.5835475522769419,0.32425730280957865,0.9354985648078255,0.8649251073936702
266,0.7998486848673052,0.32236355001226313,0.863489129327812,0.026149627758466076
267,0.7735686587410385,0.3442588802804837,0.37565316815095384,0.9091247136066193
268,0.8349346676959103,0.28448001830195857,0.40230291564701204,0.23134809528568223
269,0.7051216838629002,0.07201326346172443,0.12660339641289498,0.6707510990300994
270,0.10420756139238674,0.5317903084366569,0.2228259449309884,0.6278731452930839
271,0.7194018487035744,0.7637262065687342,0.4650944526018449,0.4610371685497163
272,0.8212408059478634,0.23910216306132315,0.45131743365608956,0.12144890533160857
273,0.9125494246707202,0.8531836694551205,0.3598885567852964,0.47318682401028445
274,0.8414584982219571,0.18468496424266145,0.020733186180167396,0.8026304475098917
275,0.24985015139870104,0.3311328921237725,0.46797375178357037,0.17849414489639137
276,0.8870361132469194,0.8323272781400425,0.3138369539604349,0.5038832986318534
277,0.5404335875828845,0.5448083987173828,0.36294969433441326,0.4126626566802708
278,0.6838393541902376,0.28642927497938375,0.171394171592136,0.9318083333867889
279,0.2916155168153197,0.21642391817993656,0.9501201601811871,0.9570464996725103
280,0.8683306616043702,0.6014742228225635,0.4610419046896652,0.05252498302769071
281,0.20419629419159147,0.4304392580874412,0.5346644499559373,0.7640456010053106
282,0.6473519819529492,0.7169545011807964,0.8451721093628065,0.01439631307001632
283,0.4754646124330628,0.40084438933095345,0.6147383553138723,0.2039508062652755
284,0.523659838441919,0.12447279163019365,0.9498898772552347,0.9424271006744729
285,0.37018087874255723,0.3952965131104782,0.47525020714295474,0.9600807156185226
286,0.37284958150916425,0.45946778711291225,0.08252344290546088,0.9522749263081544
287,0.08182699699607265,0.3278810666091412,0.6583280713542106,0.4262316668223691
288,0.4436096744028415,0.5592875798083295,0.7354765757087698,0.8560374407053343
289,0.5216956117868178,0.6767952907667504,0.09551044935692288,0.21693436539292987
290,0.8256146505648918,0.880188360040295,0.12645965106032453,0.7855974987734161
291,0.6179001632485258,0.039739994508847354,0.5113571095205065,0.29601485171632835
292,0.5945788226185317,0.6588165568461158,0.5158534051493044,0.7936765257510993
293,0.8737201662819726,0.10088428582145481,0.8707727635320447,0.659357638199701
294,0.12881156952540085,0.9796576110611224,0.4467368316318413,0.8486244415576266
295,0.4565076220196149,0.2504639542110243,0.14474167283154482,0.5420791697439044
296,0.5632480254081235,0.7096692807085146,0.47448395852642544,0.8681988915199966
297,0.7294332258842412,0.2745537659739723,0.6255651315633383,0.08799445093236324
298,0.18872740019704426,0.13481491813846147,0.7065551368074119,0.005222464003046157
299,0.40929134990960836,0.5058494381774309,0.012073506354859709,0.40697110299717654
